customer_id,gender,age,region,customer_segment,contract_type,tenure_months,monthly_fee,total_spent,internet_service,tv_service,streaming_service,support_calls,complaints,payment_method,last_payment_delay,digital_usage_score,marketing_score,preferred_contact_hour,internal_campaign_code,churn
NT-000347,Masculino,43.0,Oriente,Masivo,Anual,99,78.86,6956.19,DSL,Sí,No,0,0,Transferencia,7,60.4,,8,CMP-C,0
NT-000348,Femenino,45.0,Lima,Joven digital,Anual,33,83.54,2487.15,DSL,No,Sí,3,0,Débito automático,2,64.2,77.9,13,CMP-D,1
NT-000349,Masculino,,Sur,Familia,Mensual,47,41.52,1820.51,Sin internet,No,No,2,0,Transferencia,3,62.7,71.4,16,CMP-B,0
NT-000350,Femenino,35.0,Lima,Familia,Mensual,36,96.33,2898.33,Fibra,No,Sí,1,0,Tarjeta,0,66.2,75.6,9,CMP-B,0
NT-000351,Masculino,43.0,Norte,Masivo,Anual,72,101.45,5814.65,Fibra,No,No,1,1,Débito automático,1,88.9,83.2,20,CMP-B,0
NT-000352,Femenino,19.0,Sur,Joven digital,Anual,23,35.0,808.44,Sin internet,No,No,1,0,Tarjeta,1,83.3,58.7,18,CMP-D,0
NT-000353,Masculino,53.0,Centro,Familia,Mensual,104,67.76,6259.02,DSL,No,No,2,0,Efectivo,2,78.3,76.9,16,CMP-A,1
NT-000354,Masculino,28.0,Centro,Masivo,Mensual,19,110.08,2278.59,Fibra,No,Sí,0,1,Débito automático,5,74.8,,8,CMP-C,0
NT-000355,Femenino,31.0,Lima,Masivo,Anual,88,112.35,10658.25,Fibra,No,Sí,0,2,Tarjeta,2,65.2,68.4,14,CMP-B,0
NT-000356,Masculino,38.0,Lima,Masivo,Anual,14,90.91,1151.25,Fibra,No,No,0,1,Transferencia,8,71.9,89.4,19,CMP-C,0
NT-000357,Masculino,18.0,Lima,Joven digital,Mensual,48,108.39,5742.42,Fibra,Sí,No,2,3,Tarjeta,1,73.6,53.3,11,CMP-D,0
NT-000358,Masculino,41.0,Norte,Masivo,Mensual,31,93.46,,Fibra,No,No,1,0,Débito automático,6,94.0,68.5,15,CMP-C,0
NT-000359,Masculino,51.0,Norte,Familia,Bianual,56,89.98,4508.93,Fibra,No,No,0,0,Transferencia,1,87.0,64.3,15,CMP-A,0
NT-000360,Masculino,42.0,Lima,Premium,Mensual,42,70.04,,Sin internet,No,No,1,0,Transferencia,10,60.6,80.8,17,CMP-B,0
NT-000361,Masculino,18.0,Lima,Masivo,Bianual,54,96.73,5161.63,DSL,Sí,No,3,2,Transferencia,1,48.1,87.0,19,CMP-A,0
NT-000362,Femenino,36.0,Lima,Joven digital,Mensual,13,53.06,649.9,DSL,No,No,6,2,Débito automático,6,93.1,67.5,9,CMP-B,1
NT-000363,Femenino,,,Masivo,Anual,7,92.15,625.82,Fibra,No,No,2,0,Débito automático,2,74.1,85.6,8,CMP-A,0
NT-000364,Femenino,18.0,Lima,Masivo,Mensual,11,82.78,841.36,DSL,Sí,No,4,2,Tarjeta,13,60.0,84.3,9,CMP-C,1
NT-000365,Masculino,24.0,Sur,Familia,Mensual,11,108.77,1028.88,DSL,Sí,Sí,2,1,Débito automático,13,85.2,66.9,11,CMP-C,1
NT-000366,Femenino,49.0,Norte,Joven digital,Bianual,13,95.91,1134.75,Fibra,Sí,No,3,1,Débito automático,5,72.4,71.7,12,CMP-B,1
NT-000367,Masculino,42.0,Lima,Premium,Mensual,20,120.5,2384.61,DSL,No,Sí,1,0,Tarjeta,5,57.2,71.8,19,CMP-D,0
NT-000368,Masculino,43.0,Centro,Joven digital,Bianual,20,89.08,1630.51,DSL,No,Sí,5,3,Tarjeta,7,66.5,58.0,14,CMP-C,1
NT-000369,Femenino,62.0,Sur,Masivo,Mensual,31,81.63,2314.85,DSL,No,No,2,1,Tarjeta,6,42.3,61.0,17,CMP-C,0
NT-000370,Masculino,44.0,Lima,Joven digital,Bianual,16,111.99,1493.75,Fibra,Sí,No,0,0,Tarjeta,8,84.7,100.0,15,CMP-B,0
NT-000371,Masculino,47.0,Lima,Masivo,Bianual,17,61.35,987.03,DSL,No,No,1,1,Tarjeta,1,50.6,59.6,20,CMP-B,0
NT-000372,Femenino,73.0,Lima,Familia,Anual,27,107.61,2504.99,Fibra,No,Sí,0,1,Débito automático,4,63.4,79.5,12,CMP-C,0
NT-000373,Femenino,35.0,,Familia,Mensual,61,119.97,7349.61,Fibra,No,Sí,1,0,Débito automático,2,61.4,69.9,16,CMP-D,0
NT-000374,Femenino,28.0,Centro,Masivo,Anual,22,116.19,2271.45,,Sí,Sí,2,2,Débito automático,13,63.2,66.2,11,CMP-D,0
NT-000375,Femenino,44.0,Oriente,Joven digital,Anual,30,108.29,2986.53,Fibra,Sí,No,0,0,Tarjeta,1,67.4,72.0,11,CMP-D,0
NT-000376,Femenino,44.0,Lima,Familia,Bianual,33,93.92,3382.89,Fibra,No,No,4,0,Débito automático,15,75.7,93.4,20,CMP-A,0
NT-000377,Masculino,31.0,Centro,Familia,Mensual,14,105.53,1357.07,Fibra,Sí,No,1,3,Transferencia,4,69.7,71.7,8,CMP-D,0
NT-000378,Femenino,25.0,Lima,Masivo,Mensual,24,114.26,2493.13,DSL,No,Sí,1,0,Tarjeta,8,62.7,72.5,11,CMP-A,1
NT-000379,Femenino,68.0,Norte,Masivo,Mensual,18,108.29,1912.17,Fibra,No,Sí,1,0,Débito automático,2,100.0,90.8,13,CMP-A,0
NT-000380,Masculino,42.0,Centro,Masivo,Anual,57,46.05,2139.34,Sin internet,No,No,0,0,Débito automático,1,59.7,64.0,9,CMP-C,0
NT-000381,Masculino,28.0,Lima,Masivo,Bianual,54,120.1,6664.12,Fibra,Sí,Sí,0,0,Tarjeta,12,81.1,58.0,18,CMP-B,0
NT-000382,Masculino,50.0,Lima,Joven digital,Mensual,17,76.75,1317.24,DSL,No,No,2,0,Débito automático,6,80.8,89.5,12,CMP-A,0
NT-000383,Masculino,37.0,Norte,Masivo,Anual,29,49.84,1411.7,Sin internet,No,No,0,0,Débito automático,1,61.1,69.8,13,CMP-A,0
NT-000384,Femenino,35.0,Oriente,Masivo,Bianual,47,99.71,3297.34,DSL,Sí,Sí,1,0,Débito automático,3,66.1,80.5,11,CMP-A,0
NT-000385,Femenino,45.0,Lima,Joven digital,Mensual,39,104.51,3757.32,DSL,Sí,Sí,2,1,Transferencia,3,70.3,54.7,19,CMP-B,0
NT-000386,Masculino,21.0,Lima,Masivo,Mensual,41,63.94,2230.67,DSL,No,No,1,0,Transferencia,6,65.0,68.8,13,CMP-C,1
NT-000387,Masculino,43.0,Lima,Premium,Anual,15,133.7,2042.98,Fibra,Sí,No,1,0,Débito automático,1,63.2,54.1,18,CMP-C,0
NT-000388,Masculino,,Norte,Joven digital,Anual,86,103.33,9007.94,Fibra,No,No,2,2,Débito automático,1,,70.9,16,CMP-A,0
NT-000389,Femenino,44.0,Norte,Masivo,Mensual,19,89.01,1635.65,Fibra,No,No,1,1,Efectivo,4,72.3,56.6,20,CMP-A,0
NT-000390,Masculino,33.0,Sur,Joven digital,Anual,19,105.28,1711.84,Fibra,Sí,Sí,0,0,Débito automático,1,50.4,54.7,15,CMP-C,0
NT-000391,Masculino,31.0,Centro,Masivo,Anual,10,109.89,1147.91,Fibra,No,No,0,0,Efectivo,13,94.4,70.1,20,CMP-D,0
NT-000392,Femenino,33.0,Sur,Familia,Bianual,27,101.78,2532.73,Fibra,Sí,No,0,0,Transferencia,8,,45.2,17,CMP-A,0
NT-000393,Masculino,,Sur,Joven digital,Bianual,65,39.78,2757.33,Sin internet,No,No,0,0,Tarjeta,7,72.6,55.0,8,CMP-B,0
NT-000394,Masculino,33.0,Lima,Joven digital,Anual,38,86.77,3160.68,DSL,No,No,3,0,Tarjeta,0,80.0,81.6,10,CMP-A,0
NT-000395,Femenino,50.0,Norte,Premium,Anual,29,123.72,,DSL,No,Sí,2,0,Tarjeta,2,78.2,75.6,18,CMP-B,0
NT-000396,Femenino,18.0,Lima,Familia,Mensual,51,88.53,4098.65,DSL,No,Sí,1,0,Transferencia,3,42.1,45.6,8,CMP-B,1
NT-000397,Masculino,49.0,Lima,Familia,Anual,64,115.95,,Fibra,Sí,Sí,1,0,Tarjeta,1,85.9,79.6,10,CMP-A,0
NT-000398,Femenino,33.0,,Masivo,Mensual,54,79.29,4207.12,Fibra,No,No,2,1,Transferencia,6,65.6,52.4,18,CMP-D,0
NT-000399,Femenino,,Centro,Masivo,Anual,6,103.5,646.46,DSL,Sí,Sí,0,0,Débito automático,6,96.4,83.7,12,CMP-D,0
NT-000400,Femenino,23.0,Oriente,Familia,Mensual,52,93.27,4619.31,DSL,No,Sí,2,0,Transferencia,7,59.2,61.2,10,CMP-C,0
NT-000401,Femenino,55.0,Lima,Joven digital,Anual,43,96.75,,Fibra,No,No,0,0,Transferencia,9,93.6,69.6,10,CMP-D,0
NT-000402,Masculino,54.0,Norte,Familia,Mensual,16,122.67,1926.72,Fibra,Sí,Sí,4,1,Tarjeta,9,69.3,63.3,12,CMP-B,0
NT-000403,Masculino,50.0,,Familia,Mensual,43,109.18,4887.12,Fibra,Sí,No,1,0,Débito automático,26,100.0,100.0,18,CMP-D,0
NT-000404,Femenino,18.0,Lima,Masivo,Mensual,65,77.47,5091.8,Fibra,No,No,1,0,Débito automático,4,64.3,53.7,13,CMP-B,0
NT-000405,Masculino,49.0,Lima,Masivo,Anual,20,131.14,2490.81,Fibra,Sí,Sí,3,1,Transferencia,3,89.5,76.1,20,CMP-B,1
NT-000406,Masculino,43.0,Norte,Joven digital,Anual,56,113.45,5146.06,Fibra,No,Sí,0,0,Transferencia,6,,83.2,17,CMP-C,0
NT-000407,Femenino,18.0,Lima,Masivo,Mensual,39,89.76,3489.18,DSL,No,No,2,2,Débito automático,10,68.1,51.7,11,CMP-C,0
NT-000408,Masculino,38.0,Oriente,Familia,Bianual,1,42.07,42.07,Sin internet,No,No,2,0,Transferencia,0,65.4,48.0,10,CMP-C,0
NT-000409,Femenino,,Lima,Familia,Bianual,31,118.52,3462.68,Fibra,Sí,Sí,1,0,Débito automático,1,62.0,60.3,20,CMP-D,0
NT-000410,Masculino,45.0,Lima,Joven digital,Mensual,38,86.54,3064.56,DSL,Sí,No,1,1,Tarjeta,2,31.2,67.5,19,CMP-B,0
NT-000411,Masculino,40.0,Centro,Familia,Anual,25,84.05,1766.64,DSL,Sí,No,2,1,Efectivo,4,78.1,66.6,9,CMP-C,0
NT-000412,Masculino,42.0,Lima,Joven digital,Mensual,40,97.91,3783.54,Fibra,No,No,2,0,Débito automático,2,72.7,62.1,12,CMP-A,0
NT-000413,Femenino,57.0,Sur,Familia,Mensual,28,90.24,2756.15,DSL,No,Sí,3,0,Transferencia,9,79.5,78.2,17,CMP-A,1
NT-000414,Masculino,54.0,Centro,Masivo,Anual,117,234.78,8879.32,Fibra,No,No,20,3,Débito automático,81,77.3,60.4,20,CMP-B,0
NT-000415,Femenino,18.0,Lima,Familia,Mensual,24,72.28,1723.64,DSL,Sí,No,0,0,Débito automático,3,80.0,65.2,19,CMP-C,0
NT-000416,Femenino,34.0,Centro,Familia,Bianual,17,111.37,2091.89,Fibra,Sí,No,2,0,Débito automático,6,84.0,52.4,11,CMP-C,0
NT-000417,Femenino,,Centro,Masivo,Bianual,55,54.45,2995.9,Sin internet,No,No,2,0,Débito automático,0,25.0,65.7,19,CMP-A,0
NT-000418,Masculino,18.0,Centro,Joven digital,Anual,26,42.71,993.71,Sin internet,No,No,0,0,Tarjeta,5,79.2,74.2,17,CMP-D,0
NT-000419,Femenino,39.0,Sur,Familia,Anual,29,134.32,3726.19,Fibra,Sí,Sí,0,1,Transferencia,1,66.8,79.4,14,CMP-C,0
NT-000420,Masculino,54.0,Centro,Masivo,Anual,28,312.45,3710.95,Fibra,Sí,Sí,18,0,Tarjeta,78,89.5,58.2,12,CMP-C,0
NT-000421,Masculino,24.0,Norte,Familia,Bianual,53,114.4,6307.95,Fibra,No,Sí,0,0,Tarjeta,0,80.9,69.1,18,CMP-C,0
NT-000422,Femenino,,Lima,Premium,Mensual,13,117.67,1567.93,DSL,No,Sí,3,1,Débito automático,6,71.0,48.2,18,CMP-C,1
NT-000423,Femenino,26.0,Centro,Familia,Mensual,56,106.76,4460.65,DSL,Sí,Sí,4,1,Débito automático,1,57.9,59.2,19,CMP-B,0
NT-000424,Femenino,,Oriente,Masivo,Anual,45,122.86,4865.62,Fibra,No,Sí,0,0,Débito automático,11,58.3,86.8,14,CMP-B,0
NT-000425,Masculino,57.0,Norte,Joven digital,Mensual,94,91.77,8066.51,DSL,Sí,No,1,0,Transferencia,0,63.5,59.3,11,CMP-A,0
NT-000426,Masculino,31.0,Centro,Premium,Mensual,36,168.73,5278.12,Fibra,Sí,Sí,2,0,Transferencia,4,45.0,42.3,19,CMP-C,0
NT-000427,Femenino,44.0,Norte,Joven digital,Mensual,14,122.84,1171.15,Fibra,Sí,Sí,1,0,Débito automático,7,71.1,56.0,11,CMP-A,1
NT-000428,Masculino,18.0,Centro,Masivo,Anual,36,125.18,4007.19,Fibra,Sí,Sí,2,0,Débito automático,5,50.0,,17,CMP-C,0
NT-000429,Femenino,62.0,Oriente,Masivo,Mensual,39,110.93,4065.6,Fibra,No,Sí,1,0,Tarjeta,5,50.4,44.2,14,CMP-B,1
NT-000430,Masculino,46.0,Lima,Familia,Mensual,69,93.54,5829.68,Fibra,No,No,3,2,Débito automático,1,73.7,74.0,15,CMP-A,0
NT-000431,Masculino,36.0,Lima,Masivo,Mensual,14,122.51,1492.54,Fibra,No,Sí,4,2,Efectivo,1,80.0,,10,CMP-B,0
NT-000432,Masculino,45.0,Norte,Masivo,Mensual,8,105.88,798.68,Fibra,Sí,Sí,0,2,Débito automático,5,71.5,68.9,11,CMP-D,1
NT-000433,Masculino,20.0,Norte,Masivo,Bianual,37,42.27,1507.71,Sin internet,No,No,1,0,Efectivo,4,,67.1,16,CMP-C,0
NT-000434,Masculino,53.0,Norte,Familia,Mensual,96,111.28,9691.49,Fibra,No,Sí,0,0,Tarjeta,1,57.8,55.5,11,CMP-B,0
NT-000435,Femenino,34.0,Lima,Joven digital,Anual,49,35.0,1776.78,Sin internet,No,No,0,0,Transferencia,1,65.2,71.7,16,CMP-B,0
NT-000436,Femenino,35.0,Lima,Familia,Anual,51,78.05,3757.8,DSL,No,No,2,2,Transferencia,3,49.7,53.8,20,CMP-C,0
NT-000437,Femenino,32.0,Norte,Familia,Mensual,10,83.48,733.78,DSL,No,Sí,1,1,Transferencia,2,61.1,73.9,9,CMP-A,0
NT-000438,Masculino,30.0,Norte,Premium,Anual,32,125.79,3466.9,Fibra,No,No,2,0,Transferencia,16,49.2,56.8,20,CMP-C,1
NT-000439,Masculino,47.0,Centro,Familia,Anual,70,103.64,6711.36,DSL,Sí,No,1,1,Tarjeta,11,72.5,65.0,10,CMP-A,0
NT-000440,Masculino,41.0,Centro,Masivo,Anual,40,103.09,4197.58,Fibra,No,No,1,0,Transferencia,8,63.5,61.9,9,CMP-D,0
NT-000441,Masculino,46.0,Centro,Familia,Mensual,8,132.17,932.95,Fibra,Sí,Sí,2,1,Débito automático,12,77.6,74.9,18,CMP-C,1
NT-000442,Femenino,38.0,Sur,Masivo,Mensual,32,97.43,3060.74,Fibra,No,No,1,1,Débito automático,2,85.3,74.4,10,CMP-A,0
NT-000443,Masculino,45.0,Norte,Premium,Bianual,47,127.52,5673.5,Fibra,No,No,1,1,Tarjeta,2,76.9,36.8,16,CMP-B,0
NT-000444,Femenino,33.0,,Masivo,Anual,30,59.99,1942.82,Sin internet,No,No,1,0,Tarjeta,10,74.0,73.6,9,CMP-D,0
NT-000445,Femenino,67.0,Norte,Familia,Bianual,15,49.22,714.17,,No,No,1,1,Efectivo,4,31.0,39.9,9,CMP-D,0
NT-000446,Masculino,18.0,Lima,Familia,Bianual,56,83.25,4154.42,DSL,No,Sí,2,0,Débito automático,4,54.6,62.4,10,CMP-A,0
NT-000447,Masculino,54.0,Lima,Masivo,Mensual,23,81.4,1856.37,Fibra,No,No,1,1,Débito automático,1,88.5,66.5,14,CMP-B,0
NT-000448,Masculino,56.0,Norte,Familia,Anual,42,47.1,1966.14,Sin internet,No,No,1,2,Tarjeta,9,69.6,65.0,11,CMP-A,0
NT-000449,Femenino,27.0,Sur,Masivo,Mensual,31,104.5,2955.1,DSL,Sí,Sí,5,3,Transferencia,6,89.7,74.7,10,CMP-B,1
NT-000450,Masculino,67.0,Centro,Joven digital,Anual,22,114.14,,Fibra,Sí,Sí,2,0,Transferencia,3,100.0,84.4,18,CMP-D,0
NT-000451,Femenino,51.0,Lima,Joven digital,Mensual,103,112.86,,Fibra,Sí,No,2,0,Efectivo,2,84.5,57.2,10,CMP-C,0
NT-000452,Masculino,51.0,Norte,Masivo,Mensual,20,87.58,1654.29,DSL,No,Sí,4,2,Débito automático,11,58.2,51.9,9,CMP-B,1
NT-000453,Masculino,38.0,Lima,Joven digital,Anual,33,131.78,3626.16,Fibra,Sí,Sí,1,2,Tarjeta,2,65.6,68.3,9,CMP-B,1
NT-000454,Femenino,35.0,Centro,Premium,Anual,31,150.98,4482.95,Fibra,No,Sí,1,0,Tarjeta,1,64.9,48.6,19,CMP-C,0
NT-000455,Femenino,35.0,Sur,Masivo,Anual,36,66.53,2144.58,DSL,No,No,1,0,Tarjeta,11,55.9,60.9,14,CMP-C,1
NT-000456,Femenino,43.0,Norte,Joven digital,Mensual,99,117.7,9716.94,Fibra,No,Sí,2,0,Débito automático,11,71.1,82.3,20,CMP-B,0
NT-000457,Masculino,56.0,Norte,Familia,Mensual,47,104.52,4496.61,Fibra,Sí,No,1,0,Efectivo,2,58.2,42.9,18,CMP-B,1
NT-000458,Femenino,,Lima,Familia,Bianual,22,90.1,2041.28,Fibra,No,No,3,2,Tarjeta,19,78.0,66.6,11,CMP-D,1
NT-000459,Masculino,26.0,Norte,Masivo,Mensual,80,85.21,6984.25,DSL,No,Sí,0,0,Débito automático,3,87.4,60.0,18,CMP-C,0
NT-000460,Masculino,49.0,Sur,Premium,Mensual,53,87.18,4649.52,Sin internet,No,No,2,0,Transferencia,2,76.0,,13,CMP-D,0
NT-000461,Masculino,50.0,Centro,Masivo,Anual,22,102.47,2161.57,DSL,Sí,Sí,1,1,Débito automático,6,57.2,60.3,15,CMP-D,0
NT-000462,Femenino,47.0,Norte,Joven digital,Mensual,72,84.35,5962.1,DSL,No,No,1,0,Transferencia,1,85.2,61.1,14,CMP-B,0
NT-000463,Masculino,48.0,Lima,Joven digital,Anual,10,103.05,975.79,DSL,Sí,No,1,1,Débito automático,1,75.2,57.1,17,CMP-D,0
NT-000464,Femenino,34.0,Lima,Familia,Mensual,13,83.35,934.72,DSL,No,Sí,0,0,Tarjeta,5,61.4,63.2,10,CMP-D,0
NT-000465,Masculino,26.0,Lima,Masivo,Anual,7,100.71,617.99,Fibra,Sí,Sí,2,0,Débito automático,4,70.5,73.2,8,CMP-A,0
NT-000466,Masculino,27.0,Lima,Masivo,Bianual,4,136.4,489.67,Fibra,Sí,Sí,1,1,Débito automático,1,69.0,57.9,17,CMP-A,0
NT-000467,Masculino,18.0,Lima,Familia,Bianual,69,68.92,4936.64,DSL,No,No,2,0,Transferencia,16,71.8,82.8,20,CMP-A,0
NT-000468,Masculino,41.0,Oriente,Masivo,Anual,36,97.2,3552.98,DSL,Sí,Sí,2,3,Tarjeta,2,64.1,72.1,15,CMP-C,0
NT-000469,Femenino,37.0,Norte,Joven digital,Mensual,8,106.7,737.86,Fibra,No,Sí,2,1,Débito automático,4,69.1,75.5,9,CMP-D,1
NT-000470,Masculino,32.0,Lima,Familia,Anual,31,68.27,1997.3,DSL,No,No,3,0,Efectivo,2,50.3,61.8,9,CMP-D,0
NT-000471,Femenino,18.0,Lima,Familia,Anual,58,116.67,6170.14,DSL,Sí,Sí,2,2,Débito automático,1,66.6,72.1,15,CMP-B,0
NT-000472,Femenino,22.0,Lima,Masivo,Anual,18,128.44,2148.1,Fibra,Sí,Sí,0,2,Tarjeta,4,78.4,68.3,19,CMP-C,1
NT-000473,Femenino,53.0,Sur,Masivo,Anual,25,138.55,3125.95,Fibra,Sí,Sí,0,1,Efectivo,7,67.3,,15,CMP-A,1
NT-000474,Femenino,29.0,Lima,Premium,Anual,106,133.45,14688.87,Fibra,No,No,0,0,Tarjeta,3,55.0,,11,CMP-C,0
NT-000475,Femenino,43.0,Sur,Joven digital,Anual,27,109.22,2768.1,Fibra,No,Sí,1,1,Transferencia,1,98.8,74.9,16,CMP-B,0
NT-000476,Femenino,20.0,Sur,Masivo,Anual,8,105.49,806.05,Fibra,Sí,No,0,0,Tarjeta,9,87.6,66.8,10,CMP-D,0
NT-000477,Femenino,57.0,Lima,Masivo,Mensual,21,132.05,2650.2,Fibra,Sí,Sí,1,1,Transferencia,9,42.2,52.9,14,CMP-D,0
NT-000478,Masculino,36.0,Norte,Masivo,Mensual,7,134.38,816.55,Fibra,Sí,Sí,0,0,Tarjeta,3,92.1,71.7,20,CMP-C,1
NT-000479,Masculino,42.0,Oriente,Premium,Anual,50,137.97,6537.01,Fibra,No,No,0,0,Débito automático,5,68.9,80.1,16,CMP-C,0
NT-000480,Femenino,68.0,Lima,Masivo,Mensual,16,84.65,1373.85,DSL,Sí,No,2,0,Efectivo,8,64.8,54.8,9,CMP-D,1
NT-000481,Femenino,58.0,Lima,Masivo,Bianual,15,88.58,1385.95,DSL,Sí,No,5,2,Débito automático,7,79.1,72.9,10,CMP-B,0
NT-000482,Femenino,34.0,Oriente,Joven digital,Anual,113,247.92,9642.19,Fibra,No,No,24,1,Tarjeta,47,,77.4,8,CMP-A,0
NT-000483,Masculino,30.0,Sur,Masivo,Mensual,11,123.54,1132.95,Fibra,Sí,Sí,1,0,Tarjeta,6,,72.3,13,CMP-C,0
NT-000484,Femenino,34.0,Norte,Masivo,Anual,10,83.79,791.27,Fibra,No,No,1,0,Tarjeta,5,75.6,48.4,11,CMP-B,0
NT-000485,Femenino,45.0,Norte,Premium,Anual,13,139.74,1848.67,Fibra,No,Sí,2,2,Tarjeta,4,51.4,54.2,20,CMP-C,1
NT-000486,Femenino,,Lima,Familia,Anual,59,109.83,6254.28,Fibra,No,Sí,0,1,Débito automático,1,41.6,46.7,12,CMP-D,0
NT-000487,Femenino,33.0,Sur,Masivo,Mensual,45,114.96,5109.16,Fibra,Sí,No,1,0,Débito automático,1,,67.8,8,CMP-C,0
NT-000488,Femenino,57.0,Norte,Joven digital,Bianual,21,105.33,1868.6,Fibra,No,No,3,1,Efectivo,6,100.0,63.3,13,CMP-B,0
NT-000489,Masculino,37.0,Lima,Masivo,Mensual,19,35.0,598.47,Sin internet,No,No,2,1,Transferencia,2,49.8,54.5,17,CMP-C,1
NT-000490,Masculino,68.0,Centro,Masivo,Anual,43,106.62,3604.79,Fibra,No,Sí,0,1,Efectivo,6,68.0,53.7,16,CMP-B,0
NT-000491,Masculino,39.0,Oriente,Joven digital,Mensual,37,83.78,2882.95,DSL,Sí,No,0,0,Débito automático,1,61.6,57.8,20,CMP-A,1
NT-000492,Masculino,61.0,Sur,Joven digital,Anual,28,119.15,2630.61,Fibra,No,Sí,2,0,Débito automático,2,71.2,55.2,12,CMP-D,0
NT-000493,Masculino,43.0,Lima,Familia,Anual,47,122.25,5937.0,Fibra,Sí,Sí,2,2,Débito automático,3,88.1,82.7,14,CMP-B,0
NT-000494,Femenino,51.0,Lima,Familia,Anual,12,38.13,479.91,Sin internet,No,No,0,0,Débito automático,0,65.3,75.0,15,CMP-C,0
NT-000495,Masculino,29.0,Oriente,Masivo,Mensual,16,99.29,1508.96,Fibra,No,Sí,3,0,Tarjeta,1,68.6,66.3,8,CMP-D,0
NT-000496,Masculino,27.0,Oriente,Premium,Anual,48,144.35,5779.45,DSL,Sí,Sí,3,0,Transferencia,2,100.0,71.1,8,CMP-A,1
NT-000497,Femenino,44.0,Norte,Joven digital,Anual,39,40.55,1528.15,Sin internet,No,No,2,1,Transferencia,4,48.5,39.2,18,CMP-B,0
NT-000498,Masculino,51.0,Centro,Masivo,Mensual,32,84.11,2880.3,DSL,No,Sí,3,0,Débito automático,3,70.2,58.7,13,CMP-A,1
NT-000499,Femenino,39.0,Norte,Familia,Bianual,110,124.66,13346.49,Fibra,Sí,Sí,1,0,Débito automático,5,56.3,57.2,16,CMP-B,0
NT-000500,Masculino,21.0,Lima,Masivo,Anual,54,104.14,5752.61,Fibra,No,No,0,0,Tarjeta,4,69.6,72.7,20,CMP-B,0
NT-000501,Masculino,20.0,Lima,Joven digital,Bianual,21,102.96,1959.0,Fibra,No,Sí,1,0,Débito automático,3,82.2,79.9,11,CMP-D,0
NT-000502,Masculino,19.0,Lima,Familia,Bianual,17,86.43,1291.55,Fibra,No,No,0,0,Débito automático,2,84.7,76.5,18,CMP-B,0
NT-000503,Masculino,,Lima,Masivo,Bianual,41,120.27,4610.75,Fibra,Sí,No,2,0,Efectivo,4,68.1,85.7,10,CMP-C,0
NT-000504,Masculino,39.0,Sur,Familia,Anual,68,72.68,3979.15,DSL,No,No,2,1,Débito automático,10,56.5,59.8,17,CMP-A,0
NT-000505,Masculino,53.0,Lima,Masivo,Anual,6,93.03,613.15,DSL,Sí,No,2,1,Débito automático,2,57.8,59.5,10,CMP-B,1
NT-000506,Masculino,38.0,Lima,Familia,Mensual,39,97.62,3615.97,Fibra,No,No,1,2,Transferencia,16,55.8,75.5,11,CMP-D,1
NT-000507,Femenino,18.0,Norte,Masivo,Anual,25,108.68,2718.83,Fibra,Sí,No,1,0,Efectivo,4,81.5,73.8,14,CMP-C,1
NT-000508,Masculino,36.0,Lima,Masivo,Anual,36,83.87,2740.62,DSL,Sí,No,0,0,Transferencia,8,66.2,65.7,14,CMP-B,0
NT-000509,Masculino,,Lima,Masivo,Anual,9,49.48,370.5,Sin internet,No,No,0,1,Débito automático,5,68.5,93.3,8,CMP-D,0
NT-000510,Femenino,65.0,Norte,Familia,Bianual,68,350.83,8446.64,Fibra,Sí,No,24,0,Débito automático,55,71.0,,18,CMP-D,0
NT-000511,Femenino,19.0,Lima,Masivo,Mensual,81,103.76,7238.96,Fibra,No,No,1,0,Transferencia,1,69.1,62.0,8,CMP-B,0
NT-000512,Masculino,33.0,Norte,Familia,Mensual,50,79.33,3825.37,DSL,No,Sí,4,0,Transferencia,2,79.6,57.4,19,CMP-D,0
NT-000513,Femenino,60.0,Oriente,Masivo,Anual,91,53.74,4748.6,Sin internet,No,No,1,1,Efectivo,3,77.3,88.2,10,CMP-A,0
NT-000514,Femenino,44.0,Lima,Joven digital,Mensual,24,38.78,879.69,Sin internet,No,No,3,3,Débito automático,6,91.2,71.1,17,CMP-B,0
NT-000515,Femenino,45.0,,Masivo,Mensual,38,120.2,4042.69,Fibra,Sí,Sí,0,1,Transferencia,3,77.6,,17,CMP-D,0
NT-000516,Femenino,39.0,Sur,Masivo,Mensual,51,107.48,5095.18,Fibra,Sí,No,3,2,Tarjeta,8,92.3,77.4,13,CMP-D,1
NT-000517,Femenino,42.0,Sur,Premium,Anual,41,154.48,5532.45,Fibra,No,Sí,2,1,Tarjeta,2,65.8,80.3,14,CMP-D,0
NT-000518,Masculino,48.0,Centro,Joven digital,Mensual,26,116.86,3028.16,Fibra,No,Sí,4,0,Tarjeta,2,77.0,73.0,8,CMP-A,0
NT-000519,Femenino,27.0,Norte,Familia,Mensual,28,87.7,2406.51,DSL,No,Sí,1,1,Tarjeta,2,79.9,77.9,19,CMP-A,0
NT-000520,Masculino,49.0,Centro,Joven digital,Mensual,76,116.54,8312.35,Fibra,Sí,No,0,0,Débito automático,7,92.7,74.6,9,CMP-C,0
NT-000521,Masculino,20.0,Centro,Joven digital,Mensual,31,91.26,2546.76,DSL,No,Sí,3,0,Débito automático,13,65.6,71.0,16,CMP-A,0
